text,author
"As soon as morning dawned I crept from my kennel, that I might view the adjacent cottage and discover if I could remain in the habitation I had found.",MWS
"Elinor die This is frenzy and the most miserable despair: you cannot die while I am near.""",MWS
"Then too, we had spoken to him in advance of our quest; and I felt after my uncle's going that he would understand and assist me in some vitally necessary public explanations.",HPL
"Our talk was on subjects, unconnected with the emotions that evidently occupied each; but we each divined the other's thought, and as our voices spoke of indifferent matters, our eyes, in mute language, told a thousand things no tongue could have uttered.",MWS
"I was very sorry for him, for I dislike to see a German suffer; but he was not a good man to die with.",HPL
"An' the smell was awful, like what it is araound Wizard Whateley's ol' haouse. . .",HPL
Nor did Adrian instruct me only in the cold truths of history and philosophy.,MWS
"On a certain rainy afternoon when this illusion seemed phenomenally strong, and when, in addition, I had fancied I glimpsed a kind of thin, yellowish, shimmering exhalation rising from the nitrous pattern toward the yawning fireplace, I spoke to my uncle about the matter.",HPL
"'Let me go,' he cried; 'monster Ugly wretch You wish to eat me and tear me to pieces.",MWS
"In the open air alone I found relief; among nature's beauteous works, her God reassumed his attribute of benevolence, and again I could trust that he who built up the mountains, planted the forests, and poured out the rivers, would erect another state for lost humanity, where we might awaken again to our affections, our happiness, and our faith.",MWS
"Accordingly I kept north along Main to Martin, then turning inland, crossing Federal Street safely north of the Green, and entering the decayed patrician neighbourhood of northern Broad, Washington, Lafayette, and Adams Streets.",HPL
In Bolton the prevailing spirit of Puritanism had outlawed the sport of boxing with the usual result.,HPL
"""Vase am I,"" she thought, ""vase brimful of despair's direst essence.",MWS
"He alluded to Adrian, and spoke of him with that disparagement that the worldly wise always attach to enthusiasm.",MWS
I recollected my threat and resolved that it should be accomplished.,MWS
"Raymond had evidently vacillated during his journey, and irresolution was marked in every gesture as we entered Perdita's cottage.",MWS
Yet where had the fellow got such an odd notion?,HPL
"At night he would not be alone, nor would the company of a few persons calm him.",HPL
"When my father had arrived the storm had already begun, but he had refused to stop and leaving his horse there he walked on towards the sea.",MWS
"Its persistence among a simple people was quite natural in view of the sudden and permanent return of abundantly fine fishing, and it soon came to be the greatest influence on the town, replacing Freemasonry altogether and taking up headquarters in the old Masonic Hall on New Church Green.",HPL
"We both inserted the whole unopened wooden box, closed the door, and started the electricity.",HPL
"His dreams were meanwhile increasing in vividness, and though shewing him none of the strange cities and incredible gardens of the old days, were assuming a definite cast whose purpose could not be mistaken.",HPL
"Alas, what will become of us?",MWS
"""The relatives of the Earl of Windsor,"" said she haughtily, ""doubtless think that I injured him; perhaps the Earl himself would be the first to acquit me, but probably I do not deserve acquittal.",MWS
"Now, as the baying of that dead, fleshless monstrosity grows louder and louder, and the stealthy whirring and flapping of those accursed web wings circles closer and closer, I shall seek with my revolver the oblivion which is my only refuge from the unnamed and unnamable.",HPL
His demeanour was sad; for a moment he appeared glad to see me and then he checked himself as if unwilling to betray his feelings.,MWS
"The wound, and consequent inability of Argyropylo, caused Raymond to be the first in command.",MWS
Dr. West's reanimated specimens were not meant for long existence or a large audience.,HPL
"I often wished that I had permitted her to take her own course, and engage herself in such labours for the welfare of others as might have distracted her thoughts.",MWS
